text,intent,tags
chatbot hay nguoi vay shop,ask_is_bot,O O O O O
váy đỏ vải nhung ah shop,request#material,B-inform#object_type B-inform#color B-inform#material I-inform#material O O
vào web ko thấy,handoff,O O O O
how much discount on these quần tregging and price? for 6 year old on lac long quan shop.,handoff,O O O O O B-inform#object_type I-inform#object_type O O O B-inform#age I-inform#age I-inform#age O B-inform#location I-inform#location I-inform#location O
alo s a,greet,O O O
b có váy cho bé 1 tuổi rưỡi ko,ask_if_sells,O O B-inform#object_type O O B-inform#age I-inform#age I-inform#age O
size to nhất 35 kg vừa k b,ask_if_fit,O O O B-inform#weight I-inform#weight O O O
bên mình còn bộ gile cho bé 1t k ạ,ask_availability,O O O B-inform#object_type I-inform#object_type O O B-inform#age O O
gửi m địa chỉ với,request_shop_address,O O O O O
cám ơn shop nhe để mình tínb lại,thank,O O O O O O O O
áo khoác đó có dày ko bạn,handoff,B-inform#object_type I-inform#object_type B-inform#mention O O O O
cho mình xem polo,request#product,O O O B-inform#object_type
bộ vàng 44kg vừa ko shop?,ask_if_fit,B-inform#object_type B-inform#color B-inform#weight O O O
2 set nay có sz ban 9 tuoi 30kg k s,ask_if_sells#size,O B-inform#object_type B-inform#mention O O O B-inform#age I-inform#age B-inform#weight O O
máy hay người vậy shop,ask_is_bot,O O O O O
c muốn mua quần đùi cho bé gái,request#product,O O O B-inform#object_type I-inform#object_type O B-inform#gender I-inform#gender
tại cửa hàng ninh bình có áo nàynày k b,ask_if_sells,O O O O O O B-inform#object_type B-inform#mention O O
ko biết bên bạn có áo sơ mi cho bạn nam tầm 6 tuổi k ạ,ask_if_sells,O O O O O B-inform#object_type I-inform#object_type I-inform#object_type O O B-inform#gender O B-inform#age I-inform#age O O
bé nhà mình nặng 36kg mặc vừa ko shop,ask_if_fit,O O O O B-inform#weight O O O O
mẫu màu đỏ có cả màu khác nữa không,request_more#color,O B-inform#color I-inform#color O O O O O O
m co dc mua online k shop oi,ask_if_sells#online,O O O O O O O O
bộ này bé 5t có k shop,ask_if_sells,B-inform#object_type B-inform#mention O B-inform#age O O O
bộ này có size bé 5 tuổi 30kg ko shop,ask_if_sells#size,B-inform#object_type B-inform#mention O O O B-inform#age I-inform#age B-inform#weight O O
6 tuổi,inform,B-inform#age I-inform#age
shop có thời trang cho bé mới sinh ko nhỉ,ask_if_sells,O O O O O O B-inform#age I-inform#age O O
alo em ơi,greet,O O O
e có ship k,ask_about_ship,O O O O
cho mình xem mẫu đi học của bạn trai 4 t và gái 7t,request#product,O O O O O O O B-inform#gender I-inform#gender B-inform#age I-inform#age O B-inform#gender B-inform#age
chị mua online được ko em,ask_if_sells#online,O O O O O O
mẫu váy sơ mi bé nặng 40 kg mặc vừa ko sohp,ask_if_fit,O B-inform#object_type I-inform#object_type I-inform#object_type O O B-inform#weight I-inform#weight O O O O
24kg vừa ko,ask_if_fit,B-inform#weight O O
"quần kaki jogger bé trai k211nif màu be cửa hàng khu vực hà đông, thanh xuân còn ko em?",ask_availability,B-inform#object_type I-inform#object_type I-inform#object_type B-inform#gender I-inform#gender O B-inform#color I-inform#color O O O O B-inform#location I-inform#location B-inform#location I-inform#location O O O
bộ này chất cotton ah bạn,request#material,B-inform#object_type B-inform#mention O B-inform#material O O
bạn ơi nhà mình có áo cardigan cho bé gái 4 tuổi k ạ,ask_if_sells,O O O O O B-inform#object_type I-inform#object_type O B-inform#gender I-inform#gender B-inform#age I-inform#age O O
ko ship hả b?,ask_about_ship,O O O O
nguyên thì tuyết,handoff,O O O
cơ sở trần đăng ninh có còn ko ạ,ask_availability,O O B-inform#location I-inform#location I-inform#location O O O O
bạn ship ko bạn,ask_about_ship,O O O O
bé nhà mình 17kg 6 tuổi,inform,O O O B-inform#weight B-inform#age I-inform#age
mình lấy 2-3c,order_request,O O B-inform#age
bộ này còn size 4 tuổi k shop,ask_availability#size,B-inform#object_type B-inform#mention O O B-inform#age I-inform#age O O
25kg vừa ko nhỉ,ask_if_fit,B-inform#weight O O O
mong bên em kiểm tra tin nhắn và sớm phản hồi lại giúp chị. cảm ơn,handoff,O O O O O O O O O O O O O O O O
thế áo này có size cho bạn 02 tuổi không shop,ask_if_sells#size,O B-inform#object_type B-inform#mention O O O O B-inform#age I-inform#age O O
quần có màu khác k.,request_more#color,B-inform#object_type O O O O
ở phố huế còn hàng ko bạn,ask_availability,O B-inform#location I-inform#location O O O O
dạ e cám ơn,thank,O O O O
dạ vâng ạ em bi t rồi ạ,agree,O O O O O O O O
cho mình đặt cái bé 3-6 tuổi nhé sh!,order_request,O O O O O B-inform#age I-inform#age O O
hình thức mua hàng ntn e,handoff,O O O O O O
áo len vàng còn k a,ask_availability,B-inform#object_type I-inform#object_type B-inform#color O O O
"có quần quần vải cho bé trai 14 tháng, 10kg ko ạ",ask_if_sells,O B-inform#object_type B-inform#object_type I-inform#object_type O B-inform#gender I-inform#gender B-inform#age I-inform#age B-inform#weight O O
c đặt 2 áo sz 6 nữ và sz 7 nam nhé,order_request,O O O B-inform#object_type O O B-inform#gender O O O B-inform#gender O
váy có size cho bé 12t - 37kg không b,ask_if_sells#size,B-inform#object_type O O O O B-inform#age O B-inform#weight O O
báo giá mình set này,request#price,O O O B-inform#object_type B-inform#mention
mình hỏi bộ cotton sát nách này cho bé 40kg có hàng ko bạn,ask_if_sells,O O B-inform#object_type I-inform#object_type I-inform#object_type I-inform#object_type B-inform#mention O O B-inform#weight O O O O
cho t hỏi chút shop bên mình có quần áo cho bé lớp 8 và lớp 3 k ạ,ask_if_sells,O O O O O O O O B-inform#object_type B-inform#object_type O O O O O O O O O
cho c lấy 1 bộ này nhé,order_request,O O O O B-inform#mention B-inform#mention O
có quần kaki lửng cho bé trai 50kg không,ask_if_sells,O B-inform#object_type I-inform#object_type O O B-inform#gender I-inform#gender B-inform#weight O
chị muốn đặt 2 mẫu này size 10,order_request,O O O O B-inform#mention I-inform#mention O O
thế có mẫu sơ mi trắng nào k ạ,ask_if_sells,O O O B-inform#object_type I-inform#object_type B-inform#color O O O
shop de auto tra loi à,ask_is_bot,O O O O O O
hi anh chị,greet,O O O
giá bn shop?,request#price,O O O
cho mình đặt cái này,order_request,O O O B-inform#mention I-inform#mention
váy này có còn mua online dc k shop?,ask_if_sells#online,B-inform#object_type B-inform#mention O O O O O O O
"cho bé cao 1,50m . nặng 40 kg",inform,O O O B-inform#height O O B-inform#weight I-inform#weight
1m20 nặng 18kg 5 tuổi,inform,B-inform#height O B-inform#weight B-inform#age I-inform#age
alo s,greet,O O
"bé trai set gile , sơ mi",inform,B-inform#gender I-inform#gender B-inform#object_type I-inform#object_type O B-inform#object_type I-inform#object_type
đắt nhỉ,handoff,O O
"em ơi, có mẫu váy cho bé gái 1 tuổi gửi c xem với",request#product,O O O O B-inform#object_type O B-inform#gender I-inform#gender B-inform#age I-inform#age O O O O
để m suy nghĩ lại đã cảm ơn shop nha,thank,O O O O O O O O O O
e ơi bé 1m3 mặc sz 8y có vừa k,ask_if_fit,O O O B-inform#height O O B-inform#age O O O
mình hỏi set bé trai ạ,request#product,O O B-inform#object_type B-inform#gender I-inform#gender O
c ơi cho em hỏi chút áo này còn sz 130k c,ask_availability#size,O O O O O O B-inform#object_type B-inform#mention O O O O
cửa hàng mình có váy yếm áo cho bé dưới 1 tuổi ko bạn,ask_if_sells,O O O O B-inform#object_type I-inform#object_type B-inform#object_type O O O B-inform#age I-inform#age O O
size 9 tuổi,inform,O B-inform#age I-inform#age
có giá bao nhiêu ạ,request#price,O O O O O
đúng roi bạn,agree,O O O
ko ship cod à shop ơi,ask_about_ship,O O O O O O
bé gái cao 1m5 mặc vừa k ạ,ask_if_fit,B-inform#gender I-inform#gender O B-inform#height O O O O
9 tuổi ak,inform,B-inform#age I-inform#age O
mình xem website mà bị lỗi ko xem đc,handoff,O O O O O O O O O
có trên shopee chưa ah.?,handoff,O O O O O
cám ơn b nhièu,thank,O O O O
mua online có được ko em,ask_if_sells#online,O O O O O O
vải j ạ,request#material,O O O
những mẫu này còn cho bé 8 tuổi 31 kg ko e?,ask_availability,O B-inform#mention I-inform#mention O O O B-inform#age I-inform#age B-inform#weight I-inform#weight O O
vải gì shop,request#material,O O O
có mầu j khác đậm hơn ko em,request_more#color,O O O O O O O O
m mua cho bê nặng khoảng 38kg,inform,O O O O O O B-inform#weight
cho mình địa chỉ shop với,request_shop_address,O O O O O O
shop còn những mẫu này cho bé 9 tuổi k ak,ask_availability,O O O B-inform#mention I-inform#mention O O B-inform#age I-inform#age O O
có màu hồng ko ạ,ask_if_sells,O B-ask_if_sells#color I-ask_if_sells#color O O
có quần leging mùa hè cho bé k ạ,ask_if_sells,O B-inform#object_type I-inform#object_type B-inform#season I-inform#season O O O O
chất liệu kc hả c,request#material,O O O O O
cửa hàng đường láng có sale 50 % ko shop,request#promotion,O O B-inform#location I-inform#location O O O O O O
shop oiq,greet,O O
ô bạn ơi,greet,O O O
cho mình xin giá bộ này nhé,request#price,O O O O B-inform#object_type B-inform#mention O
quần này có quần màu đậm ko shop,ask_if_sells,B-inform#object_type B-inform#mention O B-inform#object_type B-inform#color I-inform#color O O
cho mình hỏi shop còn mẫu này cho bé 7 tuổi 27kg k ?,ask_availability,O O O O O B-inform#mention I-inform#mention O O B-inform#age I-inform#age B-inform#weight O O
size 3-4 tuổi,inform,O B-inform#age I-inform#age
à cho mình xin các chi nhánh của cửa hàng với,request_shop_address,O O O O O O O O O O O
địa chỉ ở đâu b nhỉ,request_shop_address,O O O O O O
alooooo,greet,O
vậy có size của bé 20kg ko em,ask_if_sells#size,O O O O O B-inform#weight O O
quần bé gái có màu gì,request#color,B-inform#object_type B-inform#gender I-inform#gender O O O
có sale ko ạ?,request#promotion,O O O O
em oiiiiiiii,greet,O O
cho mình đặt size cho bạn 5 tuổi 16kg nhé,order_request,O O O O O O B-inform#age I-inform#age B-inform#weight O
ở hải phòng bên mình có cửa hàng k? cho t xin địa chỉ,request_shop_address,O B-inform#location I-inform#location O O O O O O O O O O O
có chương trình j k em,request#promotion,O O O O O O
3 bộ trên có size 5t không em?,ask_if_sells#size,O B-inform#object_type B-inform#mention O O B-inform#age O O
shop ở lạc long quân còn khẩu trang k ạ,ask_availability,O O B-inform#location I-inform#location I-inform#location O B-inform#object_type I-inform#object_type O O
16kg,inform,B-inform#weight
cho mình hỏi địa chỉ của shop ở khu vực cầu giấy ạ,request_shop_address,O O O O O O O O O O B-inform#location I-inform#location O
em ơn,greet,O O
mình mua online đc k ạ,ask_if_sells#online,O O O O O O
e cám ơn chị ạ,thank,O O O O O
là 2 mẫu này đúng k shop,handoff,O O B-inform#mention I-inform#mention O O O
còn áo sơ mi trắng cho bé đi học ko b,ask_availability,O B-inform#object_type I-inform#object_type I-inform#object_type B-inform#color O O O O O O
nặng 13kg vừa k,ask_if_fit,O B-inform#weight O O
cho bé 5 tuổi 16kg,inform,O O B-inform#age I-inform#age B-inform#weight
có k b,ask_if_sells,O O O
cho c xin link shopee nhé,handoff,O O O O O O
"co ao dai nao cho bé gai 1,45m 40kg k cau",ask_if_sells,O B-inform#object_type I-inform#object_type O O B-inform#gender I-inform#gender B-inform#height B-inform#weight O O
còn màu nào shop ơi,request#color,O O O O O
"váy này còn size 4 với 6 không ạ, với giá bn ạ?",ask_availability#size,B-inform#object_type B-inform#mention O O O O O O O O O O O
cho c địa chỉ cửa hàng nào gần nhà c nhé,request_shop_address,O O O O O O O O O O O
mẫu này có size cho bé 10t và 5t ko ạ?,ask_if_sells#size,B-inform#mention I-inform#mention O O O O B-inform#age O B-inform#age O O
bên mình có mũ rộng vành cho bé 3 tuổi hok,ask_if_sells,O O O B-inform#object_type O O O O B-inform#age I-inform#age O
bộ cuối cùng có màu khác k e,request_more#color,B-inform#object_type B-inform#mention I-inform#mention O O O O O
bé trai bạn nha,inform,B-inform#gender I-inform#gender O O
bo nay co sz 105cm 18kg k ha em,ask_if_sells#size,B-inform#object_type B-inform#mention O O B-inform#height B-inform#weight O O O
bộ này có cho bé 12t ko bạn?,inform,B-inform#object_type B-inform#mention O O O B-inform#age O O
ok c ship cho e luôn nhé,ask_about_ship,O O O O O O O
có quần đùi chục cho bé 15 tháng k bạn,ask_if_sells,O B-inform#object_type I-inform#object_type O O O B-inform#age I-inform#age O O
bé 21kg 6 tuổi,inform,O B-inform#weight B-inform#age I-inform#age
"bạn ấy cao 110cm,nặng gần 17kg",inform,O O O B-inform#height O B-inform#weight
shop ơi cod áo chống nắng cho bé không,ask_about_ship,O O O B-inform#object_type I-inform#object_type I-inform#object_type O O O
còn bộ này sz 100 ko shop ơi,ask_availability#size,O B-inform#object_type B-inform#mention O O O O O
các mẫu size tầm 6 - 7 - 8 tuổi ấy vì bé 6 tuổi rồi,inform,O O O O B-inform#age I-inform#age I-inform#age I-inform#age I-inform#age I-inform#age O O O B-inform#age I-inform#age O
bé nhà c 6 tuổi nặng 26kg,inform,O O O B-inform#age I-inform#age O B-inform#weight
có áo dài dành cho bé 12tuoi k ah,ask_if_sells,O B-inform#object_type I-inform#object_type O O O B-inform#age O O
set này còn size cho bé 16kg 4 tuổi ko banh,ask_availability#size,B-inform#object_type B-inform#mention O O O O B-inform#weight B-inform#age I-inform#age O O
cảm ơn nhiều,thank,O O O
cho mình hỏi cả set này giá bao nhiu vậy?,request#price,O O O O B-inform#object_type B-inform#mention O O O O
bộ này có size 150 ko ?,ask_if_sells#size,B-inform#object_type B-inform#mention O O O O O
có đồ cho bé sơ sinh k shop nhỉ,ask_if_sells,O O O O B-inform#age I-inform#age O O O
những bộ như này có màu khác k ạ,request_more#color,O B-inform#object_type O B-inform#mention O O O O O
em ơi có áo sơ mi cộc tay cho bé trai 10 tuổi đi học ko,ask_if_sells,O O O B-inform#object_type I-inform#object_type I-inform#object_type I-inform#object_type I-inform#object_type O B-inform#gender I-inform#gender B-inform#age I-inform#age O O O
bên mình có mua online ship đc k e?,ask_if_sells#online,O O O O O O O O O
k ship hả shop,ask_about_ship,O O O O
alo shop ơii,greet,O O O
yếm vải gì b,request#material,B-inform#object_type O O O
cho c địa chỉ shop,request_shop_address,O O O O O
set này bn hả shop,request#price,B-inform#object_type B-inform#mention O O O
bạn gửi giúp m list địa chỉ các cửa hàng tại hà nội nhé,request_shop_address,O O O O O O O O O O O B-inform#location I-inform#location O
13kg,inform,B-inform#weight
s shop oi,greet,O O O
còn mâu khac ko e,request_more#color,O O O O O
e có bán chân váy mặc áo dài cho bé ko,ask_if_sells,O O O B-inform#object_type I-inform#object_type O B-inform#object_type I-inform#object_type O O O
"bộ này còn sz cho bé 4y, 23kg ko shop?",ask_availability#size,B-inform#object_type B-inform#mention O O O O B-inform#age B-inform#weight O O
chất liệu thế nào e,request#material,O O O O O
mình có mua sp này bên shop mà về bé bị chật,handoff,O O O B-inform#location I-inform#location O O O O O O O
mình mua online đc k ạ?,ask_if_sells#online,O O O O O O
"có size cho bé 3,5y 15kg và bạn 35kg 8,5y ko shop?",ask_if_sells#size,O O O O B-inform#age B-inform#weight O O B-inform#weight B-inform#mention O O
check giúp m size 2 - 3t cửa hàng nào còn hàng ạ? size 5t cửa hàng nào còn hàng ạ?,handoff,O O O O B-inform#age I-inform#age I-inform#age O O O O O O O B-inform#age O O O O O O
cho e xem mẫu khoác gió ạ,request#product,O O O O B-inform#object_type I-inform#object_type O
áo này bên mình còn k ạ?,ask_availability,B-inform#object_type B-inform#mention O O O O O
còn chương trình sale 50% ko ạ,request#promotion,O O O O O O O
cảm ơn b,thank,O O O
bên cơ sở đông anh có còn ko ak,ask_availability,O O O B-inform#location I-inform#location O O O O
mẫu này có sale tại cửa hàng khong shop,request#promotion,B-inform#mention I-inform#mention O O O O O O O
vâng cho mình đặt áo tanktop này nhé,order_request,O O O O B-inform#object_type I-inform#object_type B-inform#mention O
cho mình địa chỉ để mình qua cửa hàng mua,request_shop_address,O O O O O O O O O O
bé 49kg có vừa ko em?,ask_if_fit,O B-inform#weight O O O O
bộ này có size 10 tuổi ko b,ask_if_sells#size,B-inform#object_type B-inform#mention O O B-inform#age I-inform#age O O
34kg vừa ko,ask_if_fit,B-inform#weight O O
bé nhà chị 36kg cao gần 1m4,inform,O O O B-inform#weight O O B-inform#height
hai bộ này mình có sẵn k ạ,ask_availability,O B-inform#object_type B-inform#mention O O O O O
"giờ gửi được k shop, e tưởng đơn của e k được choits",handoff,O O O O O O O O O O O O O
có cửa hàng ở tp vinh không ạ,request_shop_address,O O O O B-inform#location I-inform#location O O
mẫu này có màu khác k shop?,request_more#color,B-inform#mention I-inform#mention O O O O O
nhưng c đang hỏi là size 10 bạn nhà c có vừa ko,ask_if_fit,O O O O O O O O O O O O O
áo có màu gi nữa ko ak?,request_more#color,B-inform#object_type O O O O O O
chị lấy mẫu này nha,order_request,O O B-inform#mention I-inform#mention O
bộ này bao nhiêu tiền hả em,request#price,B-inform#object_type B-inform#mention O O O O O
"nhà đối diện trường cấp 2 cũ thị trấn hồ, thuận thành bắc ninh",handoff,O O O O O O O O O O O O B-inform#location I-inform#location
hàng da không còn ạ.,ask_availability,B-inform#location I-inform#location O O O
shop đang giảm 50% toàn bộ sp ak,request#promotion,O O O O O O O O
sz 8 cho bạn lớn có vừa ko e,ask_if_fit,O O O O O O O O O
con mau nao con size k a,ask_availability#size,O O O O O O O
shop có chân váy màu đen cho bé 7y ko ạ,ask_if_sells,O O B-inform#object_type I-inform#object_type B-inform#color I-inform#color O O B-inform#age O O
con e 7 tuổi rùi a,inform,O O B-inform#age I-inform#age O O
cảm ơn s nhiều em xem thêm có gì ib lại s,thank,O O O O O O O O O O O O
"có ai đang online để chat không? m mún lấy 2 bộ này cho bé cao m15, nặng 20kg",order_request,O O O O O O O O O O O B-inform#object_type B-inform#mention O O O B-inform#height O B-inform#weight
quần này giá bn ạ,request#price,B-inform#object_type B-inform#mention O O O
bên b có ship hàng k,ask_about_ship,O O O O O O
ko ship dc ha shop,handoff,O O O O O
bên b có khẩu trang vải,ask_if_sells,O O O B-inform#object_type I-inform#object_type B-inform#material
nên e muốn tìm con mới để đổi cho bạn ấy,handoff,O O O O O O O O O O O
"cho mình đặt 1 áo sơ mi bò 119.500, bộ quần đỏ, áo sát nách",order_request,O O O O B-inform#object_type I-inform#object_type I-inform#object_type B-inform#material O B-inform#object_type B-inform#object_type B-inform#color B-inform#object_type I-inform#object_type I-inform#object_type
sale đến bh vậy b,request#promotion,O O O O O
ship cod ko shop,ask_about_ship,O O O O
mau nay co sale ko shop,request#promotion,B-inform#mention I-inform#mention O O O O
e ơi bên e nay còn khuyến mãi ko,request#promotion,O O O O O O O O O
đồ bơi có đc sale ko sh?,request#promotion,O O O O O O O
shop ơi shop có bộ này size 5 tuổi k shop,ask_if_sells#size,O O O O B-inform#object_type B-inform#mention O B-inform#age I-inform#age O O
cho mình xin địa chỉ của shop vs?,request_shop_address,O O O O O O O O
cai đâm con ko ah,ask_availability,O B-inform#object_type O O O
c gửi ship giúp e mai e nhận với ạ e cần gấp e cảm oen ạ,handoff,O O O O O O O O O O O O O O O O O
bạn ơi minh muốn mua đồ halloween cho bé trai 11kg ạ,inform,O O O O O O B-inform#season O B-inform#gender I-inform#gender B-inform#weight O
bé 16kg,inform,O B-inform#weight
ở cửa hàng còn sale k ạ,request#promotion,O O O O O O O
túi này còn k ạ,ask_availability,B-inform#object_type B-inform#mention O O O
b gửi ảnh cụ thể giúp mình vơi,request#product,O O O O O O O O
1 bé cao 1.3m nặng 33 kg,inform,O O O B-inform#height O B-inform#weight I-inform#weight
hqua em có chốt một ít quần áo cho bé trên livetream mà hnay chưa thấy gọi điện chốt hàng ạ,handoff,O O O O O O B-inform#object_type B-inform#object_type O O O O O O O O O O O O O
cho mình hỏi đầm này còn ko shop,ask_availability,O O O B-inform#object_type B-inform#mention O O O
size 13-14t,inform,O B-inform#age
vâng sj,agree,O O
b ơi cho m hỏi m mua quần này lotte muốn đổi size to đổi qua đây đc ko,handoff,O O O O O O O B-inform#object_type B-inform#mention O O O O O O O O O O
có nguyên bộ này cho bé 3 tuổi k bạn,ask_if_sells,O O B-inform#object_type B-inform#mention O O B-inform#age I-inform#age O O
2 set jumsuit này giá bnhieu?,request#price,O B-inform#object_type I-inform#object_type B-inform#mention O O
có vừa k shop,ask_if_fit,O O O O
còn mẫu này ko shop,ask_availability,O B-inform#mention I-inform#mention O O
"ok shop, thế mình lấy bộ đấy",order_request,O O O O O B-inform#object_type O
tuong giam 50 % a,handoff,O O O O O
bạn ơi. cho mình đặt hàng,order_request,O O O O O O
t cảm ơn nhìu,thank,O O O O
chị ơi bộ này có size cho bé 5 tuổi không shop,ask_if_sells#size,O O B-inform#object_type B-inform#mention O O O O B-inform#age I-inform#age O O
áo này có áo cân nặng 34 kg ko shop?,ask_if_sells,B-inform#object_type B-inform#mention O B-inform#object_type O O B-inform#weight I-inform#weight O O
mình có đặt hàng bên mình qua shoppe,handoff,O O O O O O O O
2 cái chất vải gì,request#material,O O O O O
"còn mẫu này sz 2,3y k s?",ask_availability#size,O B-inform#mention I-inform#mention O B-inform#age O O
ko ship onl hả b,ask_about_ship,O O O O O
shop còn khẩu trang người lớn ko ạ,ask_availability,O O B-inform#object_type I-inform#object_type B-inform#age I-inform#age O O
m cảm ơn m sẽ ghé sau ạ,thank,O O O O O O O O
thanks shop,thank,O O
áo dài có sale k ban?,request#promotion,B-inform#object_type I-inform#object_type O O O O
shop ơi. ở nam định còn bộ này ko,ask_availability,O O O B-inform#location I-inform#location O B-inform#object_type B-inform#mention O
gửi mình bộ này cho bé 9 tuổi nha,inform,O O B-inform#object_type B-inform#mention O O B-inform#age I-inform#age O
với mẫu này có sz cho bạn 3 tuổi ko ạ e lấy 1 bộ,ask_if_sells#size,O B-inform#mention I-inform#mention O O O O B-inform#age I-inform#age O O O O O O
áo này có size cho bé 2t 10kg vừa k ạ,ask_if_fit,B-inform#object_type B-inform#mention O O O O B-inform#age B-inform#weight O O O
shop m địa chỉ ở đâu ạ,request_shop_address,O O O O O O O
mình hỏi cho bé năg 24kg cao 120cm,inform,O O O O O B-inform#weight O B-inform#height
có size 100 và 120 ko e,ask_if_sells#size,O O O O O O O
váy này có sale k ạ,request#promotion,B-inform#object_type B-inform#mention O O O O
shop còn mẫu quần dưới ko ạ,ask_availability,O O O B-inform#object_type O O O
"áo dài này bé 40 kg, cao 145 vừa ko à? bn ah ? b",ask_if_fit,B-inform#object_type I-inform#object_type B-inform#mention O B-inform#weight I-inform#weight O B-inform#height I-inform#height O O O O O O
14kg,inform,B-inform#weight
mẫu này còn ko a?,ask_availability,B-inform#mention I-inform#mention O O O
áo này có của bé gái 6 và 10 tuổi k shop,ask_if_sells,B-inform#object_type B-inform#mention O O B-inform#gender I-inform#gender B-inform#age O B-inform#age I-inform#age O O
vậy ship cho chị nhé,order_request,O O O O O
bên mình gửi hàng cho mình chưa,handoff,O O O O O O O
c có mẫu áo hè cho bạn trai 3 tuổi k ạ,ask_if_sells,O O O B-inform#object_type B-inform#season O B-inform#gender I-inform#gender B-inform#age I-inform#age O O
thì có đồ nào vừa k vậy shop,ask_if_fit,O O O O O O O O
"đ/c: 57 phố lý thường kiệt, p. trần hưng đạo, q. hoàn kiếm, hà nội sdt: 0856707708",handoff,O O O B-inform#location I-inform#location I-inform#location O B-inform#location I-inform#location I-inform#location O B-inform#location I-inform#location B-inform#location I-inform#location O O
tớ cảm ơn nhiều nhé,thank,O O O O O
chị lấy 2 đồ trên size 4y,order_request,O O O O O O B-inform#age
e đặt size số 8 nha,order_request,O O O O O O
set này còn size bé 17kg ko a,ask_availability#size,B-inform#object_type B-inform#mention O O O B-inform#weight O O
shop có ship hàng đc ko,ask_about_ship,O O O O O O
mình k gọi đc cho sdt shop đưa,handoff,O O O O O O O O
bé nhà chị cao 105cm,inform,O O O O B-inform#height
bộ này bn a shop,request#price,B-inform#object_type B-inform#mention O O O
c lấy bộ này,order_request,O O B-inform#object_type B-inform#mention
mình mẫu này sz 2,inform,O B-inform#mention I-inform#mention O O
cái này có order online đc ko e?,ask_if_sells#online,B-inform#mention I-inform#mention O O O O O O
2 bộ cùng 1 size mà một bộ lại bị ngắn hơn,handoff,O B-inform#object_type O O O O O O O O O O
c đặt 1c áo khoác đó,order_request,O O O B-inform#object_type I-inform#object_type B-inform#mention
shop ơi chatbot tự động à,ask_is_bot,O O O O O O
k bán online a,ask_if_sells#online,O O O O
dạ vâng cg đc ạ,agree,O O O O O
có thêm màu khác ko b,request_more#color,O O O O O O
mẫu này có ko ah,ask_if_sells,B-inform#mention I-inform#mention O O O
váy hồng này có dc sale 50% k s,request#promotion,B-inform#object_type B-inform#color B-inform#mention O O O O O O
vải chất liệu gì ah,request#material,O O O O O
alo bạn ơiii,greet,O O O
cam ơn b,thank,O O O
mình muốn mua các bộ này đc size 8 tuổi đc ko?,ask_if_fit,O O O O B-inform#object_type B-inform#mention O O B-inform#age I-inform#age O O
à cám ơn bạn,thank,O O O O
alo bn oi,greet,O O O
dạ cho e hỏi 2 mẫu quan cho bé trai 40kg k ạ?,inform,O O O O O O B-inform#object_type O B-inform#gender I-inform#gender B-inform#weight O O
ao nay bn còn này cho be 30k ko,ask_availability,B-inform#object_type B-inform#mention O O B-inform#mention O O B-inform#weight O
ko có áo mẹ ạ?,ask_if_sells,O O B-inform#object_type O O
váy này size 24m còn k,ask_availability#size,B-inform#object_type B-inform#mention O B-inform#age O O
đo giúp chị vòng bụng với,handoff,O O O O O O
vay nay có size ban 32kg cao 133 k ban,ask_if_sells#size,B-inform#object_type B-inform#mention O O O B-inform#mention O B-inform#height O O
cv này còn ở 152 tô hiệu ko shop,ask_availability,B-inform#mention I-inform#mention O O O B-inform#location I-inform#location O O
"bé cao 1m3 năng 25kg , mẹ 55kg cao 1m6",inform,O O B-inform#height O B-inform#weight O O B-inform#weight O B-inform#height
em ơi bộ này có size cho bé cao 1.4m ko giá tn,ask_if_sells#size,O O B-inform#object_type B-inform#mention O O O O O B-inform#height O O O
nhan vien shop hay gi the,ask_is_bot,O O O O O O
báo giá giúp mình,request#price,O O O O
bên e đang có chương trình mua 1 tặng 1 ah,request#promotion,O O O O O O O O O O O
thanks ban nha,thank,O O O
c uiuiuiui,greet,O O
rất cao,inform,O O
còn sale ko e,request#promotion,O O O O
ko cho c địa chỉ cửa hàng còn sz 8 hoặc 9 để c qua mua,request_shop_address,O O O O O O O O O O O O O O O O
cho mình đặt áo cho bé gái,order_request,O O O B-inform#object_type O B-inform#gender I-inform#gender
mình muốn lấy 2 áo dài này,order_request,O O O O B-inform#object_type I-inform#object_type B-inform#mention
shop cho mình xin địa chỉ nhé,request_shop_address,O O O O O O O
cửa hàng aeon còn mẫu này k b nhỉ?,ask_availability,O O B-inform#location O B-inform#mention I-inform#mention O O O
shop ơi m có thể mua online k,ask_if_sells#online,O O O O O O O O
nvien hay chatbot vay,ask_is_bot,O O O O
chị đặt 2 bộ cho bé 24m nhé,order_request,O O O B-inform#object_type O O B-inform#age O
vâg e đặt 2 mẫu này,order_request,O O O O B-inform#mention I-inform#mention
mẫu này còn ko shop ơi size bé lớp 2 20kg ạ,ask_availability#size,B-inform#mention I-inform#mention O O O O O O O O B-inform#weight O
"hoặc màu khác, nếu còn, thì cho mình xin ảnh",request_more#color,O O O O O O O O O O
"bạn 4,5 tuổi 18-20 kg",inform,O B-inform#age I-inform#age B-inform#weight I-inform#weight
m đặt online đc ko vậy?,ask_if_sells#online,O O O O O O
sz 8 có vừa ko em?,ask_if_fit,O O O O O O
có những màu nào hả chị,request#color,O O O O O O
the ban co mau nao cho be 8 tuoi gui minh voi,request#color,O O O O O O O B-inform#age I-inform#age O O O
mặc sz 8 vừa không e?,ask_if_fit,O O O O O O
vâng để e tham khảo thêm ạ,agree,O O O O O O O
