text,intent,tags
Nguyên set 1950 ha shop,ask_confirm,O O B-ask_confirm#price O O
ko phai hello kitty ah,deny,O O B-deny#brand I-deny#brand O
K fai 920k,deny,O O B-deny#price
Chứ k phải xe,deny,O O O B-deny#object_type
chứ k phải chắn giường nhé,deny,O O O B-deny#object_type I-deny#object_type O
Tớ tra đc thông tin rồi mà 2 thùng đó nặng 38500gr là khoảng 12kg hả bạn??,ask_confirm,O O O O O O O O O O O O O O B-ask_confirm#weight O O
ko phải m8,deny,O O B-deny#size
Mà k fai media pumb,deny,O O O B-deny#brand I-deny#brand
Trọng lượng dưới 3-5kg hok shop,ask_confirm,O O O B-inform#weight O O
Ghê ăn dặm phai ko shop,ask_confirm,B-ask_confirm#object_type I-ask_confirm#object_type I-ask_confirm#object_type O O O
Mà k fai nuk,deny,O O O B-deny#brand
Có xe nào bảo hành toàn quốc 2 năm không shop,inform,O O O B-inform#guarantee I-inform#guarantee I-inform#guarantee I-inform#guarantee I-inform#guarantee I-inform#guarantee O O
Còn hồng xanh k b,ask_confirm,O B-ask_confirm#color I-ask_confirm#color O O
Bảo hành 2 năm hả shop,ask_confirm,B-ask_confirm#guarantee I-ask_confirm#guarantee I-ask_confirm#guarantee I-ask_confirm#guarantee O O
Gối sợi tre bn ạ,request#price,B-inform#object_type B-inform#material I-inform#material O O
cho mình hỏi luôn cái bình pha sữa,inform,O O O O O B-inform#object_type I-inform#object_type I-inform#object_type
Cũng bảo hành 1 năm hả shop,ask_confirm,O O O B-ask_confirm#guarantee I-ask_confirm#guarantee O O
Còn màu xanh như hình k ạ,ask_confirm,O B-ask_confirm#color I-ask_confirm#color O O O O
trọng lượng xe may kg ạ,request#weight,O O B-inform#object_type O O O
Khung nhôm hay plastic nhỉ,ask_confirm,O O O B-ask_confirm#material O
Nó làm bằng chất gì vậy ak,request#material,O O O O O O O
Với t ko lấy cái sua tam,deny,O O O O O B-deny#object_type I-deny#object_type
có km j ko?,request#promotion,O O O O
Cho mình hình dc ko?,request#image,O O O O O
Dạ áo hút sữa có size k ạ vì form người mình hơi bé,request#size,O B-inform#object_type I-inform#object_type I-inform#object_type O O O O O O O O O O
máy BH 12thang phải ko ạ,ask_confirm,O B-ask_confirm#guarantee I-ask_confirm#guarantee O O O
chu e k thich xanh xanh nhiu nhu hình,deny,O O O O B-deny#color I-deny#color O O O
Chu k phai hoi aura,deny,O O O O B-deny#brand
Ghế ô tô cho bé từ mấy tháng vậy b,request#age_of_use,B-inform#object_type I-inform#object_type I-inform#object_type O O O O O O O
bạn ơi còn kệ đựng sách nhựa cho bé ko,inform,O O O B-inform#object_type I-inform#object_type O B-inform#material O O O
B ơi mình có sẵn ghế ăn teknum màu xanh đậm k,inform,O O O O O B-inform#object_type I-inform#object_type B-inform#brand B-inform#color I-inform#color I-inform#color O
Gửi em xin mẫu thảm silicon nhed,inform,O O O O B-inform#object_type B-inform#material O
cái này là m8 2m ah bạn,ask_confirm,O O O B-ask_confirm#size I-ask_confirm#size O O
Bên c coa máy tạo ẩm nào cho phòng 25-30 m k ạ,inform,O O O B-inform#object_type I-inform#object_type I-inform#object_type O O O B-inform#size I-inform#size O O
Nó ko phải là thép,deny,O O O O B-deny#material
Màu này chứ k phải nau nhé,deny,O O O O O B-deny#color O
Cho e xin giá của thảm silicon toy house ạ,request#price,O O O O O B-inform#object_type B-inform#material B-inform#brand I-inform#brand O
Bênh mình có sách vải k ạ,inform,O O O B-inform#object_type B-inform#material O O
Màu như hình ko shop.. tại dòng này có mấy màu lận,request#color,O O O O O O O O O O O O
Trọng lượng nôi tầm bao nhiêu nhỉ,request#weight,O O B-inform#object_type O O O O
Xe nadle xanh còn ko,inform,B-inform#object_type I-inform#object_type B-inform#color O O
Hàng TQ hay hàn e,ask_confirm,O O O B-ask_confirm#origin O
Gia binh pha sua tiny baby bn vay shop?,request#price,O B-inform#object_type I-inform#object_type I-inform#object_type B-inform#brand I-inform#brand O O O
Sz S cao rộng 25cm à shop,ask_confirm,O O O B-ask_confirm#size I-ask_confirm#size O O
Loại ghê ô tô đúng ko bạn?,ask_confirm,O B-ask_confirm#object_type I-ask_confirm#object_type I-ask_confirm#object_type O O O
e cam on a,thanks,O O O O
Trọng lượng 11kg ạ,inform,O O B-inform#weight O
Ghế ngồi này làm bằng chất liệu gì hả bạn?,request#material,O O O O O O O O O O
Ko phải quảng châug hàn,deny,O O B-deny#origin I-deny#origin O
Cầu trượt cao bn vậy bạn?,request#size,B-inform#object_type I-inform#object_type O O O O
chị mua bô vệ sinh màu xanh,inform,O O B-inform#object_type O O B-inform#color I-inform#color
Màu màu tím tớ hk thích mấy vì sợ bẩn còn cái nào màu tối hk cậu,deny,O B-deny#color I-deny#color O O O O O O O O O O O O O O
Mình có kệ đựng đồ chơi cho bé k sh,inform,O O B-inform#object_type I-inform#object_type O O O O O O
chu e k thich mau ghi nhiu nhu hình,deny,O O O O B-deny#color I-deny#color O O O
Loại dầy 1m8 * 2m ấy ạ,inform,O O B-inform#size I-inform#size I-inform#size O O
Chất liệu cửa bằng gì ạ,request#material,O O O O O O
Có màu xám không bạn ?,ask_confirm,O B-ask_confirm#color I-ask_confirm#color O O O
M k thích bọc vai vì nóng,deny,O O O O B-deny#material O O
Cái này có 36 tháng,inform,O O O B-inform#guarantee I-inform#guarantee
Thảm XPE phải k ạ?,ask_confirm,B-inform#object_type B-ask_confirm#material O O O
Shop bán nôi của hãng nào thế,request#brand,O O B-inform#brand O O O O
Chất liệu làm bằng gì thé ah,request#material,O O O O O O O
Chứ ko phải xop,deny,O O O B-deny#material
Máy tạo ẩm không khí baby mov có đag salw k b,request#promotion,B-inform#object_type I-inform#object_type I-inform#object_type O O B-inform#brand I-inform#brand O O O O O
Ghế sản xuất ở đâu hả b?,request#origin,B-inform#object_type O O O O O O
Bảo hành bảo hành 2 năm là bảo hành như thế,request#guarantee,O O B-inform#guarantee I-inform#guarantee I-inform#guarantee I-inform#guarantee O O O O O
Này là xe đaayr hả shop?,ask_confirm,O O B-ask_confirm#object_type I-ask_confirm#object_type O O
Giá vẫn là 1650k đúng ko shop,ask_confirm,O O O B-ask_confirm#price O O O
"2 món này nặng khoảng 11,8 kg ko bạn",ask_confirm,O O O O O B-ask_confirm#weight I-ask_confirm#weight O O
bên bạn còn máy tông đơ kiza k,inform,O O O O B-inform#object_type I-inform#object_type B-inform#brand O
K phải là thuỷ tinh ạ,deny,O O O B-deny#material I-deny#material O
ru ngủ em nhỉ?,ask_confirm,B-ask_confirm#object_type I-ask_confirm#object_type O O
Be nhà mh 6th lấy cai nao hợp,inform,O O O B-inform#age_of_use O O O O
Vẫn đc bảo hành bảo hành 5 năm bình thường phải ko shop,ask_confirm,O O O O B-ask_confirm#guarantee I-ask_confirm#guarantee I-ask_confirm#guarantee I-ask_confirm#guarantee O O O O O
Giường Chicco trọng lượng là 11kg ạ,ask_confirm,B-inform#object_type B-inform#brand O O O B-ask_confirm#weight O
M k thích bọc thủy tinh vì nóng,deny,O O O O B-deny#material I-deny#material O O
Khung bằng dây cao su à b,ask_confirm,O O O B-ask_confirm#material I-ask_confirm#material O O
Ko phải 380k,deny,O O B-deny#price
Cho e hỏi túi đá khô loại nhỏ,inform,O O O O B-inform#object_type I-inform#object_type O B-inform#size
Bên mình còn bàn chải richell bước 2 cho e trên 8 tháng k ạ,inform,O O O B-inform#object_type I-inform#object_type B-inform#brand O O O O O B-inform#age_of_use I-inform#age_of_use O O
À bên mình còn túi giữ nhiệt babymoov k ai,inform,O O O O B-inform#object_type I-inform#object_type I-inform#object_type B-inform#brand O O
Bảo hành 6 tháng b ạ,inform,B-inform#guarantee I-inform#guarantee I-inform#guarantee I-inform#guarantee O O
Hàng này xuất xứ ở đâu bạn nhỉ?,request#origin,O O O O O O O O
Cho mình hỏi đây là aprica air đúng k b,ask_confirm,O O O O O B-ask_confirm#brand I-ask_confirm#brand O O O
N k thích bình gấpp,deny,O O O B-deny#object_type O
auto rep à shop,ask_is_bot,O O O O
Đúng rổi,agree,O O
luddy km còn bn vậy b?,request#price,B-inform#brand O O O O O
màu đen trắng thôi pk shop,ask_confirm,B-ask_confirm#color I-ask_confirm#color I-ask_confirm#color O O O
dạ vâng,agree,O O
NK nhat hả,ask_confirm,O B-ask_confirm#origin O
ghế nặng lắm ko b,request#weight,B-inform#object_type O O O O
Mẫu này còn màu vang ko ạ,inform,O O O B-inform#color I-inform#color O O
Ko phải 199,deny,O O B-deny#price
T ko thích màu cam này lắm,deny,O O O B-deny#color I-deny#color O O
"CHắc cũng tầm 12,8kg shop nhỉ",ask_confirm,O O O B-ask_confirm#weight O O
Chuẩn của muji ạ,ask_confirm,O O B-ask_confirm#brand O
K phải winfun little pals đấy đâu ạ,deny,O O B-deny#brand I-deny#brand I-deny#brand O O O
À chị ơi cái bàn chải đánh răng hình quả bắp bao nhiêu chii nhỉ?,request#price,O O O O B-inform#object_type I-inform#object_type O O O O O O O O O
Nồi kia là túi nhai phải ko b nhỉ,ask_confirm,O O O B-ask_confirm#object_type I-ask_confirm#object_type O O O O
Bảo hành bảo hành từ 6 tháng hả shop,ask_confirm,O O B-ask_confirm#guarantee I-ask_confirm#guarantee I-ask_confirm#guarantee I-ask_confirm#guarantee I-ask_confirm#guarantee O O
Có link shopee sữa tắm ko,request#link,O O O B-inform#object_type I-inform#object_type O
Minh muon mua 2 cai ban chai,inform,O O O O O B-inform#object_type I-inform#object_type
ko phải 1m4,deny,O O B-deny#size
Mẫu này chất liệu là gỗ hay sao vậy ạ,ask_confirm,O O O O O B-ask_confirm#material O O O O
có đc bảo hành j k shop,request#guarantee,O O O O O O O
Vâng đây c,agree,O O O
Í chị ơi,greet,O O O
Bạn ơi có quây toy house chưa,inform,O O O B-inform#object_type B-inform#brand I-inform#brand O
Đc bh 3 tháng đungs ko shop?,ask_confirm,O B-ask_confirm#guarantee I-ask_confirm#guarantee I-ask_confirm#guarantee O O O
K phải là bóng nhựa ạ,deny,O O O B-deny#material I-deny#material O
À nôi có những màu gì b nhỉ? Có 3 màu như trong bài post thôi đúng ko?,request#color,O B-inform#object_type O O O O O O O O O O O O O O O O
Sp nay cua nước nào vay b,request#origin,O O O O O O O
Minh ko thich nau lam,deny,O O O B-deny#color O
Giường bumper sz S giá bn b ơi,request#price,B-inform#object_type B-inform#brand B-inform#size I-inform#size O O O O
máy này của holla đúng k b,ask_confirm,O O O B-ask_confirm#brand O O O
ko phải 2l,deny,O O B-deny#size
Cái này của burt & bees đúng k,ask_confirm,O O O B-ask_confirm#brand I-ask_confirm#brand I-ask_confirm#brand O O
Nhà em có bộ chế biến ăn dặm richell ko,inform,O O O B-inform#object_type I-inform#object_type I-inform#object_type O O B-inform#brand O
ko phải m8-2m,deny,O O B-deny#size
M ko thich bóng rổ,deny,O O O B-deny#object_type I-deny#object_type
Shop ơi còn bàn chải hình chuối không ạ,inform,O O O B-inform#object_type I-inform#object_type O O O O
Vẫn có thẻ bảo hành toàn quốc 2 năm chứ b,ask_confirm,O O O B-ask_confirm#guarantee I-ask_confirm#guarantee I-ask_confirm#guarantee I-ask_confirm#guarantee I-ask_confirm#guarantee I-ask_confirm#guarantee O O
Mà shop coa bể bơi của dortor dophin k a,inform,O O O B-inform#object_type I-inform#object_type O B-inform#brand I-inform#brand O O
Shop cho mình ảnh bộ đồ chơi nấu ăn tủ gỗ của bé gái với ạ,request#image,O O O O B-inform#object_type I-inform#object_type I-inform#object_type O O O O O O O O O
Nhưng mà không phải màu cam,deny,O O O O B-deny#color I-deny#color
hàng Trung Quốc ạ,ask_confirm,O B-ask_confirm#origin I-ask_confirm#origin O
Cho em hỏi xíu về bộ khay hộp đựng thực phẩm,inform,O O O O O O O B-inform#object_type I-inform#object_type O O
K phải long cừu a,deny,O O B-deny#material I-deny#material O
Mình muốn đặt shopee nhé,request#link,O O O O O
Có màu trắng ko ah,inform,O B-inform#color I-inform#color O O
Giường valdela của nc nào nhỉ,request#origin,B-inform#object_type B-inform#brand O O O O
Bạn chụp hình giúp mình đc ko?,request#image,O O O O O O O
Nhà chị còn bình ủ cháo relea k ạ,inform,O O O O B-inform#object_type I-inform#object_type B-inform#brand O O
Tầm 2trieu,inform,O B-inform#price
ko phải 1.8*2.0m,deny,O O B-deny#size
Tầm 4tr5 đổ xuống b ah,inform,O B-inform#price O O O O
Shop co màu xanh đậm con ech ko ạh,ask_confirm,O O B-ask_confirm#color I-ask_confirm#color I-ask_confirm#color O O O O
vs cho em xin hình tông đơ,request#image,O O O O O B-inform#object_type I-inform#object_type
Ghế dùg đc từ mấy tuổi ạ,request#age_of_use,B-inform#object_type O O O O O O
ko phải 2m2,deny,O O B-deny#size
Giấy ướt lec bên bạn có khuyến mãi k?,request#promotion,B-inform#object_type I-inform#object_type B-inform#brand O O O O O O
Chieu rong ghe vao khoang 40 centimet nhi,ask_confirm,O O O O O B-ask_confirm#size I-ask_confirm#size O
Mình k thích jum lắm,deny,O O O B-deny#brand O
bảo hành 1 năm thôi á?,ask_confirm,B-ask_confirm#guarantee I-ask_confirm#guarantee I-ask_confirm#guarantee I-ask_confirm#guarantee O O
Ko phải japang hàn,deny,O O B-deny#origin O
Thảm Hàn có những mẫu nào,inform,B-inform#object_type B-inform#origin O O O O
Của hãng nào. Hàng chính hãng chứ ạ,request#brand,O O O O O O O O
Cảm ơn bạn nhiều nhé,thanks,O O O O O
Với cho m xin link shopee m mua cái xe tập đi kia.,request#link,O O O O O O O O O B-inform#object_type I-inform#object_type I-inform#object_type O
alo chi oi,greet,O O O
K phải kiza crown gì đó,deny,O O B-deny#brand I-deny#brand O O
Xe đẩy 2 chiều còn màu xang nhạt ko bạn ?,ask_confirm,B-inform#object_type I-inform#object_type O O O B-ask_confirm#color I-ask_confirm#color I-ask_confirm#color O O O
"2 món này nặng khoảng 5,8kg ko bạn",ask_confirm,O O O O O B-ask_confirm#weight O O
K mua cả bộ màn,deny,O O O O B-deny#object_type
Máy của anh hay của trung quốc b,ask_confirm,O O B-ask_confirm#origin O O O O O
CHắc cũng tầm 20kg shop nhỉ,ask_confirm,O O O B-ask_confirm#weight O O
E lấy 3 tháng,inform,O O B-inform#guarantee I-inform#guarantee
Cái này là lót thấm sữa đúng ko,ask_confirm,O O O B-ask_confirm#object_type I-ask_confirm#object_type I-ask_confirm#object_type O O
E k thích màu xanh lá lắm,deny,O O O B-deny#color I-deny#color I-deny#color O
Mình ko muốn màu hồng,deny,O O O B-deny#color I-deny#color
Con ngựa bằng cao su hay nhựa ah,ask_confirm,O B-inform#object_type O B-ask_confirm#material I-ask_confirm#material O O O
Vâng Tks chị,agree,O O O
Tôi muốn mua loại 5-7tr,inform,O O O O B-inform#price
ko có đài loang sản xuất hàn ạ?,inform,O O B-inform#origin I-inform#origin O O O O
K mua cả bộ noi nau cháo,deny,O O O O B-deny#object_type I-deny#object_type I-deny#object_type
Ghế xe ô tô giá dưới 7 tr,inform,B-inform#object_type I-inform#object_type I-inform#object_type I-inform#object_type O O B-inform#price I-inform#price
Còn cốc màu xanh ko ạ?,inform,O B-inform#object_type B-inform#color I-inform#color O O
K phải là cotton ạ,deny,O O O B-deny#material O
K phải thuỷ tinh a,deny,O O B-deny#material I-deny#material O
Ko phai 4tr3 nhe,deny,O O B-deny#price O
Hang xuat xu o japan đúng k shop,ask_confirm,O O O O B-ask_confirm#origin O O O
K phải màu đỏ đâu c,deny,O O B-deny#color I-deny#color O O
ko phải 132x132cm,deny,O O B-deny#size
Chu k phai hoi belecoo,deny,O O O O B-deny#brand
Có màu hồng k b ?,inform,O B-inform#color I-inform#color O O O
Mình quây 1m8x2m là 2450k à shop,ask_confirm,O O B-inform#size O B-ask_confirm#price O O
mình muốn tìm ghế ô tô cho bé nhà mình 10 tháng,inform,O O O B-inform#object_type I-inform#object_type I-inform#object_type O O O O B-inform#age_of_use I-inform#age_of_use
"Ah, thôi ko cần đá khô b nhé",deny,O O O O B-deny#object_type I-deny#object_type O O
vẫn giá cũ là hơn 199k à shop,ask_confirm,O O O O O B-ask_confirm#price O O
B cho minhg link mua cả 2 cái qua shopee mình nhờ đứa e mua hộ cho đc freeship,request#link,O O O O O O O O O O O O O O O O O O O
mầu trắng đỏ đây ạ?,ask_confirm,B-ask_confirm#color I-ask_confirm#color I-ask_confirm#color O O
vâng tại vì e sinh lần đầu,agree,O O O O O O O
Chế độ bảo hành sao b ?,request#guarantee,O O O O O O O
Thanks b nha đặt hàng m sẽ báo lại nhé,thanks,O O O O O O O O O O
Chính hãng kmom k shop,ask_confirm,O O B-ask_confirm#brand O O
Nhầm hi còn màu xanh k ạ,inform,O O O B-inform#color I-inform#color O O
Black friday shop có giảm giá ghế hơi richell k shop,request#promotion,O O O O O O B-inform#object_type I-inform#object_type B-inform#brand O O
Máy avent bảo hành 2 năm ah bạn,ask_confirm,O B-inform#brand O O B-ask_confirm#guarantee I-ask_confirm#guarantee O O
"3 cai nay cũng 1,8x2m ah",ask_confirm,O O O O B-ask_confirm#size O
bên mình có yếm máng silicon ăn dặm k b,inform,O O O B-inform#object_type O B-inform#material O O O O
M ko thích đồ nhật đâu,deny,O O O O B-deny#origin O
Cái này bằng tre à ?,ask_confirm,O O O B-ask_confirm#material O O
Cái này cũng là hộp đựng hả,ask_confirm,O O O O B-ask_confirm#object_type I-ask_confirm#object_type O
cho mình xem link bàn chải dc ko,request#link,O O O O B-inform#object_type I-inform#object_type O O
Có hình k ạ,request#image,O O O O
So sinh dùng dc ko ạ. và su dụng đến bao nhiêu Tuổi ạ,request#age_of_use,B-ask_confirm#age_of_use I-ask_confirm#age_of_use O O O O O O O O O O O O
Cái này là thanh chắn giuong chân cong ạ?,ask_confirm,O O O B-ask_confirm#object_type I-ask_confirm#object_type I-ask_confirm#object_type O O O
E còn mầu gì,request#color,O O O O
tra loi tu dong a shop,ask_is_bot,O O O O O O
Ko phai aricare,deny,O O B-deny#brand
E lấy bảo hành 1 năm,inform,O O B-inform#guarantee I-inform#guarantee I-inform#guarantee I-inform#guarantee
Ko phải han quốcg hàn,deny,O O B-deny#origin I-deny#origin O
la bot hay ng the,ask_is_bot,O O O O O
Cho mình hỏi thêm dòng thép giá rổ thế nào?,request#price,O O O O O B-inform#material O O O O
Cho e xin code gủam giá cho xe tập đi mastela ạ,request#promotion,O O O O O O O B-inform#object_type I-inform#object_type I-inform#object_type B-inform#brand O
Yếm k còn màu hồng hả cậu,inform,B-inform#object_type O O B-inform#color I-inform#color O O
K phải bể bạn ạ,deny,O O B-deny#object_type O O
Có màu đỏ k ạ,inform,O B-inform#color I-inform#color O O
Có những kích thước nào,request#size,O O O O O
có ghế ô tô thương hiệu nhật không a,inform,O B-inform#object_type I-inform#object_type I-inform#object_type O O B-inform#origin O O
ghế ô tô đc bảo hành bao lâu hả b,request#guarantee,B-inform#object_type I-inform#object_type I-inform#object_type O O O O O O O
Nấu cháo riêng là 430k hả bạn,ask_confirm,B-inform#object_type I-inform#object_type O O B-ask_confirm#price O O
Ko phải thanh chặn giường,deny,O O B-deny#object_type I-deny#object_type I-deny#object_type
ko phải 80 cm,deny,O O B-deny#size I-deny#size
tuc la thanh do kthuoc 85 cm,ask_confirm,O O O O O B-ask_confirm#size I-ask_confirm#size
Giường này nặng tới 15 kg ko,ask_confirm,B-inform#object_type O O O B-ask_confirm#weight I-ask_confirm#weight O
của hãng gì b,request#brand,O O O O
m bn vay b,request#price,B-inform#size O O O
Ko phải hàng tq,deny,O O O B-deny#origin
Cái này bằng silicon à ?,ask_confirm,O O O B-ask_confirm#material O O
Nhân viên shop hay gì thế,ask_is_bot,O O O O O O
Ghế ăn dặm có cái nào giá dưới 300k ko shop,inform,B-inform#object_type I-inform#object_type I-inform#object_type O O O O O B-inform#price O O
chiều mình qua mua hàng nhà mình cũng ngay gần đó Cảm ơn bạn,thanks,O O O O O O O O O O O O O O
Cái này của mastela đúng k,ask_confirm,O O O B-ask_confirm#brand O O
Mình k thích nadle lắm,deny,O O O B-deny#brand O
1m8 ak,ask_confirm,B-ask_confirm#size O
Ban ơi cái Ghế ô tô mấy tháng thì bắt đầu cho con dùng hả bạn,request#age_of_use,O O O B-inform#object_type I-inform#object_type I-inform#object_type O O O O O O O O O O
ko có của hãng vinng ạ?,ask_confirm,O O O O B-ask_confirm#brand O
Ghế còn màu xám k ạ,ask_confirm,O O B-ask_confirm#color I-ask_confirm#color O O
À uh m nhìn nhầm,agree,O O O O O
Nôi này của hãng nào sx ạ,request#brand,B-inform#object_type O O O O O O
Kg có màu trắg đen hả b?,ask_confirm,O O B-ask_confirm#color I-ask_confirm#color I-ask_confirm#color O O
Xe này ko phải bạn ơi,deny,B-deny#object_type O O O O O
bạn có trung quốcg hàn không?,inform,O O B-inform#origin I-inform#origin O O
C ơi.bên mình còn xe tập đi trắng k c nhờ,inform,O O O O B-inform#object_type I-inform#object_type I-inform#object_type B-inform#color O O O
Máy pha sữa của nước nào e,request#origin,B-inform#object_type I-inform#object_type I-inform#object_type O O O O
M muốn khoảng giá từ 900k thôi bên m có những mẫu ntn nhỉ?,inform,O O O O O B-inform#price O O O O O O O O
dạ e cám ơn,thanks,O O O O
Bình thường quây giá 4490 là quây m8*2m ạ,ask_confirm,O O B-inform#object_type O B-inform#price O O B-ask_confirm#size O
E lấy 1 năm,inform,O O B-inform#guarantee I-inform#guarantee
Cái này hiệu j vậy ạ,request#brand,O O O O O O
Ng hay bot vậy shop,ask_is_bot,O O O O O
Đang chat với bot hay người thế,ask_is_bot,O O O O O O O
ko phải 75 cm,deny,O O B-deny#size I-deny#size
Shop m còn bán bể bơi thành cao doctor dolphin ko shop,inform,O O O O B-inform#object_type I-inform#object_type O O B-inform#brand I-inform#brand O O
Trọng lượng hơn dưới 13 kg ad bạn,ask_confirm,O O O B-ask_confirm#weight I-ask_confirm#weight I-ask_confirm#weight O O
k phải xe đạp,deny,O O B-deny#object_type I-deny#object_type
Bạn có bán tông đơ hớt tóc cho trẻ sơ sinh 3 tháng k bạn,inform,O O O B-inform#object_type I-inform#object_type O O O O O O B-inform#age_of_use I-inform#age_of_use O O
Mà k fai ingenuity,deny,O O O B-deny#brand
"Khổ 1,5x2 m phải ko shop?",ask_confirm,O B-ask_confirm#size I-ask_confirm#size O O O
Nôi mình dùng tới bao nhiu tháng Shop,request#age_of_use,B-inform#object_type O O O O O O O
dưới 38kg thôi ha b,ask_confirm,O B-ask_confirm#weight O O O
với cả là khay ăn của dòng này đều 2 lớp và là nhựa k có BPA đúng k ạ?,ask_confirm,O O O B-inform#object_type I-inform#object_type O O O O O O O O B-ask_confirm#material O O O O O O
hàng này của nước nào ban,request#origin,O O O O O O
thế còn giường dùng đến bao lâu hả b,request#age_of_use,O O B-inform#object_type O O O O O O
Trọng lượng dưới 38kg hok shop,ask_confirm,O O O B-inform#weight O O
Mình k thích bộ đồ choi kiểu này,deny,O O O B-deny#object_type I-deny#object_type I-deny#object_type O O
Noi khoang bao nhieu ky,request#weight,B-inform#object_type O O O O
E bảo lấy cầu trượt như hình màu xanh ý ah,inform,O O O B-inform#object_type I-inform#object_type O O B-inform#color I-inform#color O O
Có phải sách màu hồng có con mèo kitty bên ngoài ko b,inform,O O B-inform#object_type B-inform#color I-inform#color O O O O O O O O
có xe nào cao hơn 1m8 * 2m không shop,inform,O O O O O B-inform#size I-inform#size I-inform#size O O
Ak bên shop có bộ đồ chơi xúc xắc dành cho trẻ sơ sinh dưới 3 tháng tuổi ko,inform,O O O O B-inform#object_type I-inform#object_type I-inform#object_type O O O O O O O B-inform#age_of_use I-inform#age_of_use I-inform#age_of_use O O
M k thích bọc silicon xpe vì nóng,deny,O O O O B-deny#material I-deny#material O O
bh thế nào thế shop,request#guarantee,O O O O O
Máy pha sữa bên shop còn giảm giá k ạ,request#promotion,B-inform#object_type I-inform#object_type I-inform#object_type O O O O O O O
Bộ quây kia có màu xanh thôi ạ,ask_confirm,O B-inform#object_type O O B-ask_confirm#color I-ask_confirm#color O O
K phải royal cảre đấy đâu ạ,deny,O O B-deny#brand I-deny#brand O O O
Chu k phai hoi wego,deny,O O O O B-deny#brand
NK Mỹ hả,ask_confirm,O B-ask_confirm#origin O
Chac cung tam 15kg nhi,ask_confirm,O O O B-ask_confirm#weight O
Huhu shop ơi,greet,O O O
Giá thảm silicon hàn quốc nhiu shop?,request#price,O B-inform#object_type B-inform#material B-inform#origin I-inform#origin O O
4290k phai k b,ask_confirm,B-ask_confirm#price O O O
Shop ơi mình còn miếng thấm sữa avent k,inform,O O O O O B-inform#object_type I-inform#object_type B-inform#brand O
Ghế này là ghế tập ngồi ạ,ask_confirm,B-inform#object_type O O B-ask_confirm#object_type I-ask_confirm#object_type I-ask_confirm#object_type O
Bên shop có mấy cái hộp đựng này ko ạ?,inform,O O O O O B-inform#object_type I-inform#object_type O O O
Be 11 thang ngoi dc ko c,ask_confirm,O B-ask_confirm#age_of_use I-ask_confirm#age_of_use O O O O
Ghế ăn dặm có thể ngả cho bé 5 tháng ăn bột,inform,B-inform#object_type I-inform#object_type I-inform#object_type O O O O O B-inform#age_of_use I-inform#age_of_use O O
Mình muốn mua cái xe tập đi sale còn 480k đó,inform,O O O O B-inform#object_type I-inform#object_type I-inform#object_type O O B-inform#price O
Cái này cuzng hàng tq hả bạn?,ask_confirm,O O O O B-ask_confirm#origin O O
còn bàn chải đánh răng quả chuối ko,inform,O B-inform#object_type I-inform#object_type O O O O O
Kệ đựng sách có sale k bạn nhỏ,request#promotion,B-inform#object_type I-inform#object_type O O O O O O
"5,5th đi đc r đúng k ạ",ask_confirm,B-ask_confirm#age_of_use O O O O O O
Núm ti medela còn size m k shop ơi,ask_confirm,B-inform#object_type I-inform#object_type B-inform#brand O B-ask_confirm#size I-ask_confirm#size O O O
Không phải 150k,deny,O O B-deny#price
Giá 594 đúng ko shop,ask_confirm,O B-ask_confirm#price O O O
Quây bóng 1m8 thì bnhiu ạ,request#price,B-inform#object_type O B-inform#size O O O
"Trẻ 1,5t vẫn dùng đx pk ạ",ask_confirm,O B-ask_confirm#age_of_use O O O O O
Nồi nấu bột có đường kính bao nhiu vậy,request#size,B-inform#object_type I-inform#object_type O O O O O O O
40k cốc hả b,ask_confirm,B-ask_confirm#price B-inform#object_type O O
Làm bằng gỗ đúng không,ask_confirm,O O B-ask_confirm#material O O
Bé 2 tuổi dùng dc k c?,ask_confirm,O B-ask_confirm#age_of_use I-ask_confirm#age_of_use O O O O
Quây còn 1290k ạ,ask_confirm,B-inform#object_type O B-ask_confirm#price O
Bảo hành 1 năm là bảo hành như thế,request#guarantee,O O B-inform#guarantee I-inform#guarantee O O O O O
giường bên mình nước nào làm vậy,request#origin,B-inform#object_type O O O O O O
Alô e,greet,O O
k phải 18th,deny,O O B-deny#price
B ơi thùng giấy ướt lec vẫn có giá km 600k đúng k b,ask_confirm,O O O B-inform#object_type I-inform#object_type B-inform#brand O O O O B-ask_confirm#price O O O
M ko thích đồ newyork đâu,deny,O O O O B-deny#origin O
ghế ô tô Hàn của hãng nào,request#brand,B-inform#object_type I-inform#object_type I-inform#object_type B-inform#origin O O O
cái này hàng xuất xứ của nước nào vậy bạn?,request#origin,O O O O O O O O O O
Máy pha sữa nhỏ gọn hơn Baby breeza ko s? S nói có bảo hành pk?,request#guarantee,B-inform#object_type I-inform#object_type I-inform#object_type O O O B-inform#brand I-inform#brand O O O O O O O O
Chuẩn của doctor ạ,ask_confirm,O O B-ask_confirm#brand O
Size 107cm phải ko b?,ask_confirm,O B-ask_confirm#size O O O
Nhà mình còn thanh chắn giường loại 2m những màu nào ạ,request#color,O O O B-inform#object_type I-inform#object_type I-inform#object_type O B-inform#size O O O O
K phải thanh chặn giường bạn ạ,deny,O O B-deny#object_type I-deny#object_type I-deny#object_type O O
